Name,Symbol,Network,Address,Deployed,Token Address,Contract Source,Detailed Info
Moria Universe,MORIA,BSC,0xfae1da53e70795fb2938da3220eb9c545d6f039d,04 Feb 2022 02:02:10 GMT ,https://bscscan.com/token/0xfae1da53e70795fb2938da3220eb9c545d6f039d,https://tokensniffer.com/contract/0xfae1da53e70795fb2938da3220eb9c545d6f039d,https://tokensniffer.com/token/miz9a6u2um9dlil10paqxqh1zjnh0v290mnnlxa855jhb81s12ekz4x30ho2?h=5292
SafeApe,APED,BSC,0xa484b626acb0c313424fc2f8ddcd37f60bb1b9e0,04 Feb 2022 02:29:29 GMT ,https://bscscan.com/token/0xa484b626acb0c313424fc2f8ddcd37f60bb1b9e0,https://tokensniffer.com/contract/0xa484b626acb0c313424fc2f8ddcd37f60bb1b9e0,https://tokensniffer.com/token/9svs8j8knk9bujxemb060s3nszlbnmu4zfmvmc2c2f5b20iqzkxjj6ojhfax?h=5692
CakePAD,CAKEPAD,BSC,0x3e18393ddeba13fb165f3e0102af60010789e725,04 Feb 2022 02:09:29 GMT ,https://bscscan.com/token/0x3e18393ddeba13fb165f3e0102af60010789e725,https://tokensniffer.com/contract/0x3e18393ddeba13fb165f3e0102af60010789e725,https://tokensniffer.com/token/c0af8iu6gv0h0gl2e2ajp96l0fzj63k1z0ax6xn9zkxx6xc3iqgvhialfqn1?h=5432
BABY FLAPPY FLOKI,BFF,BSC,0xa1040aaf6207c70cb139688810a00319cc28bafd,04 Feb 2022 01:42:13 GMT ,https://bscscan.com/token/0xa1040aaf6207c70cb139688810a00319cc28bafd,https://tokensniffer.com/contract/0xa1040aaf6207c70cb139688810a00319cc28bafd,https://tokensniffer.com/token/9568xsx99zkdo5nxqbqxbju6m0hk4vevv6dx9xx0o6he8bigbnv8j89eezu2?h=5549
中国女足,中国女足,BSC,0x485e67faf406c26d24fa01864168b9496e78ba92,04 Feb 2022 01:19:10 GMT ,https://bscscan.com/token/0x485e67faf406c26d24fa01864168b9496e78ba92,https://tokensniffer.com/contract/0x485e67faf406c26d24fa01864168b9496e78ba92,https://tokensniffer.com/token/msv1akqzdf9zsxkpbnk5i2insgz8d9x6vks6kpvjohshlkaquvo4jc4dd9hn?h=5952
SafeApe,SA,BSC,0x3a64ebb8805de1b0afc07c00f1d6ed23e084fe6e,04 Feb 2022 01:22:22 GMT ,https://bscscan.com/token/0x3a64ebb8805de1b0afc07c00f1d6ed23e084fe6e,https://tokensniffer.com/contract/0x3a64ebb8805de1b0afc07c00f1d6ed23e084fe6e,https://tokensniffer.com/token/09ks4ajjvui5vixu152a6jx9fzb3xqbxxzpd86i2d5ckai2ino0axovszaka?h=5639
Hulk Floki,HULK,BSC,0xd6651324d452c466f1253e5e6980581a0f8d72ec,04 Feb 2022 00:40:01 GMT ,https://bscscan.com/token/0xd6651324d452c466f1253e5e6980581a0f8d72ec,https://tokensniffer.com/contract/0xd6651324d452c466f1253e5e6980581a0f8d72ec,https://tokensniffer.com/token/42egpkk1640ns3i32s1pnbslkkz6gn10a1akhldvgx1v69euxuzov2qnpaob?h=5502
Spellsword,SPELLS,ETH,0xacc5193408f99bb4a8991e0ea6adee15d7035c56,30 Jan 2022 10:03:12 GMT ,https://bscscan.com/token/0xacc5193408f99bb4a8991e0ea6adee15d7035c56,https://tokensniffer.com/contract/0xacc5193408f99bb4a8991e0ea6adee15d7035c56,https://tokensniffer.com/token/m9bb16h80sxvzo3uhhjjs5l889vhph6adxa9k34g92aflald6123qix01b1k?h=5180
SadHorse,SH,BSC,0xf343edf9445f6be35e473d5922ba5b05011c9776,04 Feb 2022 00:22:40 GMT ,https://bscscan.com/token/0xf343edf9445f6be35e473d5922ba5b05011c9776,https://tokensniffer.com/contract/0xf343edf9445f6be35e473d5922ba5b05011c9776,https://tokensniffer.com/token/z0spod0iafm25pzh3ss1zkodja01a5sq8021hon4n35j391jx1x66bmhqqgk?h=5265
HulkDoge,HULKDOGE,BSC,0x954f6190fc5dc572471382d3f9d405deb2bea5f5,03 Feb 2022 23:59:25 GMT ,https://bscscan.com/token/0x954f6190fc5dc572471382d3f9d405deb2bea5f5,https://tokensniffer.com/contract/0x954f6190fc5dc572471382d3f9d405deb2bea5f5,https://tokensniffer.com/token/h1szk46hxzmfubg124b3g15qnsqp68mo0vnc20zho2s3x125ajgnja981zp1?h=5238
Beast,BEAST,BSC,0x2672cbbb6dc5e67514e80811558405536441179e,03 Feb 2022 23:58:01 GMT ,https://bscscan.com/token/0x2672cbbb6dc5e67514e80811558405536441179e,https://tokensniffer.com/contract/0x2672cbbb6dc5e67514e80811558405536441179e,https://tokensniffer.com/token/nkqnbjjjk23b1m3ag5kq1md6saivxgvm6611ivdsxuc11p0ksgpls66qh4la?h=5521
United Doge Finance,UDOG,BSC,0xf07160beeac9810b213cb01e0a339a13892196e0,20 Oct 2021 12:05:49 GMT ,https://bscscan.com/token/0xf07160beeac9810b213cb01e0a339a13892196e0,https://tokensniffer.com/contract/0xf07160beeac9810b213cb01e0a339a13892196e0,https://tokensniffer.com/token/mzxq6kxojaa9behv65xojulln6dplc0lbjx6a4x4900h9860vhuni586hkax?h=5466
FlokiDrinks,FLOKIDRINKS,BSC,0xddcb884a4313e8e8dd175e490a2af4773f884811,03 Feb 2022 23:32:40 GMT ,https://bscscan.com/token/0xddcb884a4313e8e8dd175e490a2af4773f884811,https://tokensniffer.com/contract/0xddcb884a4313e8e8dd175e490a2af4773f884811,https://tokensniffer.com/token/22lb3uujvvepsf9s060avgapv226q1ashxgfe9n8eg95dzesql8q0zvvsv66?h=5500
HulkShiba,HULKSHIBA,BSC,0x5f3cea0ddd16251bbdbc866cdb7a8b5a6d7750ad,03 Feb 2022 23:28:52 GMT ,https://bscscan.com/token/0x5f3cea0ddd16251bbdbc866cdb7a8b5a6d7750ad,https://tokensniffer.com/contract/0x5f3cea0ddd16251bbdbc866cdb7a8b5a6d7750ad,https://tokensniffer.com/token/51zi0ipbal9x2223eg6kn16jj2fjbvde8kkob32jqm9vj19k2qqu1xg93l42?h=5125
valentine drago,VAL,BSC,0x760e3ec76f43b5de658a2dd2649fe505b3f57353,03 Feb 2022 22:54:43 GMT ,https://bscscan.com/token/0x760e3ec76f43b5de658a2dd2649fe505b3f57353,https://tokensniffer.com/contract/0x760e3ec76f43b5de658a2dd2649fe505b3f57353,https://tokensniffer.com/token/qkxa0abqkcmzs0j12ak1u8civ9n22npl4kl88shclzae1x51emdj0z1q3010?h=5283
MASTERKHIBA,MASTERKHIBA,BSC,0x1b6c7f0610a84e8b9000f46d0575725ae9ab5c25,03 Feb 2022 23:11:43 GMT ,https://bscscan.com/token/0x1b6c7f0610a84e8b9000f46d0575725ae9ab5c25,https://tokensniffer.com/contract/0x1b6c7f0610a84e8b9000f46d0575725ae9ab5c25,https://tokensniffer.com/token/6jkbqzxk6mx5c9vsalpgvjohxxxezskf2x1pq1mql4n19am3mggeh9oj1bn1?h=5766
CupidElon,CE,BSC,0x31b21b1674a3edb6418ef2981ee2295231352f06,03 Feb 2022 23:07:49 GMT ,https://bscscan.com/token/0x31b21b1674a3edb6418ef2981ee2295231352f06,https://tokensniffer.com/contract/0x31b21b1674a3edb6418ef2981ee2295231352f06,https://tokensniffer.com/token/06jnp6j6moke4gqsu9c0la2jkls6vlaznfhv6agann8h1n40630f13nezixk?h=5410
CyftCoin,CC,BSC,0x3088cc500128f502b8c7dd3a374293f06f7aaed1,03 Feb 2022 23:07:58 GMT ,https://bscscan.com/token/0x3088cc500128f502b8c7dd3a374293f06f7aaed1,https://tokensniffer.com/contract/0x3088cc500128f502b8c7dd3a374293f06f7aaed1,https://tokensniffer.com/token/0xvv4bb1i5f4xx56nvziu1xnejvbq22090gqmspnh0eizxkzq9pm9ae2eci6?h=5546
MetaMonsterGamesToken,MMGT,BSC,0x864c7a7fff730fd6c79f6e5cea0f088beec64c8b,03 Feb 2022 23:07:19 GMT ,https://bscscan.com/token/0x864c7a7fff730fd6c79f6e5cea0f088beec64c8b,https://tokensniffer.com/contract/0x864c7a7fff730fd6c79f6e5cea0f088beec64c8b,https://tokensniffer.com/token/lvksdgbql49qlzzmozuq8f40xz2flkbqhzka1g3buia9xzxvvjaab3kisbvj?h=5997
MoonBag,MBG,BSC,0x172abba982852626ad1468309fac35f7c4674c0b,03 Feb 2022 22:56:49 GMT ,https://bscscan.com/token/0x172abba982852626ad1468309fac35f7c4674c0b,https://tokensniffer.com/contract/0x172abba982852626ad1468309fac35f7c4674c0b,https://tokensniffer.com/token/6qnp9djj9h4v3nv138nknk9igp2o6skv0g4xlhz98b01pzoqbsk3iqgsbxuj?h=5561
GOATINU,GOATINU,BSC,0x461cd923b022139c16e8605bce6ce9f0376267f8,03 Feb 2022 22:56:58 GMT ,https://bscscan.com/token/0x461cd923b022139c16e8605bce6ce9f0376267f8,https://tokensniffer.com/contract/0x461cd923b022139c16e8605bce6ce9f0376267f8,https://tokensniffer.com/token/skc6bd2hn0cjxnn6f0hbci6kacvck3x1j8ba4kb3a5hzx0of4qmkinkqfzmv?h=5630
Safari Doge,SDOGE,BSC,0xf9f48f2bf1fa3611a30f8d2a2f508a9478de6543,29 Jan 2022 09:35:19 GMT ,https://bscscan.com/token/0xf9f48f2bf1fa3611a30f8d2a2f508a9478de6543,https://tokensniffer.com/contract/0xf9f48f2bf1fa3611a30f8d2a2f508a9478de6543,https://tokensniffer.com/token/zhzsvzmn5jzm6z90k6690gxzv24n89mnz41xvg8ci9hse5qvg2a58oogk1s0?h=5408
CryptoMoon,CRYPTOMOON,BSC,0x75aafb382681556fe725dd61a72cba686cd937b9,03 Feb 2022 22:45:25 GMT ,https://bscscan.com/token/0x75aafb382681556fe725dd61a72cba686cd937b9,https://tokensniffer.com/contract/0x75aafb382681556fe725dd61a72cba686cd937b9,https://tokensniffer.com/token/lq819ei9ezj04vnkv6f311kmzaqn81225kc69qnbj8954kevp5kb2h0mqjih?h=5146
WaukeeWallet,WW,BSC,0x90c82caa1d53a623951fdbc8bbb778afecb51bb7,03 Feb 2022 22:34:31 GMT ,https://bscscan.com/token/0x90c82caa1d53a623951fdbc8bbb778afecb51bb7,https://tokensniffer.com/contract/0x90c82caa1d53a623951fdbc8bbb778afecb51bb7,https://tokensniffer.com/token/fhxbvnb99625p109fkn0h186zu4g2ijb5vejj4jqiqvo94z48fabjgi16jjq?h=5250
The Neko Inu,NEKOINU,BSC,0x15949c0c8c78f202c4ab04ec1b5b4d091848b285,03 Feb 2022 22:19:07 GMT ,https://bscscan.com/token/0x15949c0c8c78f202c4ab04ec1b5b4d091848b285,https://tokensniffer.com/contract/0x15949c0c8c78f202c4ab04ec1b5b4d091848b285,https://tokensniffer.com/token/c61heshbxbv3bqvzunipxnlem5bds9jx8sab6jm13jlps2583xh6vsvjn8v1?h=5657
GoldenTiger,GDT,BSC,0xc86ee1690e118a24ad6f8ebebc09a5513e0d1945,03 Feb 2022 22:02:58 GMT ,https://bscscan.com/token/0xc86ee1690e118a24ad6f8ebebc09a5513e0d1945,https://tokensniffer.com/contract/0xc86ee1690e118a24ad6f8ebebc09a5513e0d1945,https://tokensniffer.com/token/pb4cvkgaia6khxa6o56v9cens92plkz53vajac8jbxhil91160ax23p6hsd1?h=5325
LooneyMoons,LM,BSC,0x2e5d64d2c28535470cb61243e1262e3caf752247,03 Feb 2022 22:00:58 GMT ,https://bscscan.com/token/0x2e5d64d2c28535470cb61243e1262e3caf752247,https://tokensniffer.com/contract/0x2e5d64d2c28535470cb61243e1262e3caf752247,https://tokensniffer.com/token/ena123k5sc2nbmn4vu14i0e1sqxbpjk6nsl0a6n3kna0bm93zecc8q1nfnsq?h=5384
Valentines Cheems,VC,BSC,0xbe706bfc5b1b30d4323232eacab724bc59331451,03 Feb 2022 21:36:28 GMT ,https://bscscan.com/token/0xbe706bfc5b1b30d4323232eacab724bc59331451,https://tokensniffer.com/contract/0xbe706bfc5b1b30d4323232eacab724bc59331451,https://tokensniffer.com/token/japmdcqxk58oj4zb1j6j0ex2s0in03n0npa9boco9fjqnsg8jeb1h0u06s16?h=5330
WhiteRabbit,WR,BSC,0x87e6700cbf7a50755f76b1486b090d034aba9e51,03 Feb 2022 21:14:31 GMT ,https://bscscan.com/token/0x87e6700cbf7a50755f76b1486b090d034aba9e51,https://tokensniffer.com/contract/0x87e6700cbf7a50755f76b1486b090d034aba9e51,https://tokensniffer.com/token/vqagkqx5xbjzg8q91dlx3liq5e811zqk8j6s8vk8jxhx2x0s9dju59ha3516?h=5352
Kitty Cake,KITTYCAKE,BSC,0xce54a3c3130373f984ebfd5f76349be18e17550d,31 Jul 2021 01:32:57 GMT ,https://bscscan.com/token/0xce54a3c3130373f984ebfd5f76349be18e17550d,https://tokensniffer.com/contract/0xce54a3c3130373f984ebfd5f76349be18e17550d,https://tokensniffer.com/token/b4a13ls5m90cb06f0x0q0uz5cehvsajclz2u1zqike0shj8a63dva6q1l1x2?h=5229
NANO5400,NANO5400,BSC,0x56561b45244b82145852af50ba81fb89925bbcd5,03 Feb 2022 20:52:01 GMT ,https://bscscan.com/token/0x56561b45244b82145852af50ba81fb89925bbcd5,https://tokensniffer.com/contract/0x56561b45244b82145852af50ba81fb89925bbcd5,https://tokensniffer.com/token/c3pl1ikl1k6d4js1nlssjvnm46s1v1n9lz1xj9v6z3ppejvhhn881pjjb2l1?h=5430
CONGRATS SPACEX,FALCON TEAM,BSC,0xf30d3976ce60f65f4349fc94665762a3f16cc9cf,03 Feb 2022 20:53:34 GMT ,https://bscscan.com/token/0xf30d3976ce60f65f4349fc94665762a3f16cc9cf,https://tokensniffer.com/contract/0xf30d3976ce60f65f4349fc94665762a3f16cc9cf,https://tokensniffer.com/token/z0x24c0iimhqmkbamkxzlk1zs0sh84z3bm8hsmkk1iqkfn9fc0zo6kbbfhbz?h=5706
Pegaxy Stone,PGX,POLY,0xc3d53741dbee956b32e3ab3914b255f285cab16b,05 Nov 2021 10:26:27 GMT ,https://bscscan.com/token/0xc3d53741dbee956b32e3ab3914b255f285cab16b,https://tokensniffer.com/contract/0xc3d53741dbee956b32e3ab3914b255f285cab16b,https://tokensniffer.com/token/b0p2d10oiocqsi623jaah1kije40na09jdc0h6sjn11oznv1b98j8l6kcoij?h=5216
Valentine Inu,VALENTINEINU,BSC,0xbb827512bf2e0f050d6bcd83220e7f205dd5cc3d,03 Feb 2022 20:39:19 GMT ,https://bscscan.com/token/0xbb827512bf2e0f050d6bcd83220e7f205dd5cc3d,https://tokensniffer.com/contract/0xbb827512bf2e0f050d6bcd83220e7f205dd5cc3d,https://tokensniffer.com/token/jimjvinq1o6nj3znolaxzx1xm42kjbec2gv0nnexa4qznxg1o2231bolb0p2?h=5616
Valentine Inu,VALENTINEINU,BSC,0xc6468dada0577df96b62fc9758e62ba94a9a8dbf,03 Feb 2022 20:30:10 GMT ,https://bscscan.com/token/0xc6468dada0577df96b62fc9758e62ba94a9a8dbf,https://tokensniffer.com/contract/0xc6468dada0577df96b62fc9758e62ba94a9a8dbf,https://tokensniffer.com/token/bkskivm2l89c29x1mqqu2z4fhkjkn3zbhq1va5uknj9hs9hf39lv3g2cjudz?h=5583
EVIL SHIBA INU,EVILSHIBA,BSC,0x4adf27e5c977e8ddaf989de9623220363b4d4c4e,03 Feb 2022 20:23:25 GMT ,https://bscscan.com/token/0x4adf27e5c977e8ddaf989de9623220363b4d4c4e,https://tokensniffer.com/contract/0x4adf27e5c977e8ddaf989de9623220363b4d4c4e,https://tokensniffer.com/token/dsgf92iznqgca41bhqqiave2l259zhovchpu2pahkn0nn5x0ok0js2sbslla?h=5678
Yokai,ONI,BSC,0x5fec4bd51ea6ee6f203f71d7706283c7614a1954,03 Feb 2022 20:07:49 GMT ,https://bscscan.com/token/0x5fec4bd51ea6ee6f203f71d7706283c7614a1954,https://tokensniffer.com/contract/0x5fec4bd51ea6ee6f203f71d7706283c7614a1954,https://tokensniffer.com/token/41zac8bmsjg21ef6a9koaakzn53x0czq62ffqqxknv0bqo3fkc6s9il6uh1s?h=5469
Yokai,ONI,BSC,0x125dca29ff90977ef3f75678149981095611dedb,03 Feb 2022 19:56:22 GMT ,https://bscscan.com/token/0x125dca29ff90977ef3f75678149981095611dedb,https://tokensniffer.com/contract/0x125dca29ff90977ef3f75678149981095611dedb,https://tokensniffer.com/token/6ecn12mfm4b9n43hizzhxhqqdaz0mzq1kdqvcp6ees8hhv6uxh1k4o662a2j?h=5497
ArataInu,ARATAINU,BSC,0x9658069475d4a2ab51456951070f0eeb5b26ff57,03 Feb 2022 19:55:01 GMT ,https://bscscan.com/token/0x9658069475d4a2ab51456951070f0eeb5b26ff57,https://tokensniffer.com/contract/0x9658069475d4a2ab51456951070f0eeb5b26ff57,https://tokensniffer.com/token/h3ko1vxekhgsq12s9n9jp1c6s1ki8h16lxqixuzx8aaj1j3ink8zlzioco1q?h=5605
Yokai,ONI,BSC,0x242f2c6e5e6d418a51d20825d6545fcc1a2153d8,03 Feb 2022 19:55:01 GMT ,https://bscscan.com/token/0x242f2c6e5e6d418a51d20825d6545fcc1a2153d8,https://tokensniffer.com/contract/0x242f2c6e5e6d418a51d20825d6545fcc1a2153d8,https://tokensniffer.com/token/ng3snznb5c8koa1ak2esm6vf91i62nxmvn1i2uk1ues1l8zbbm649n61028v?h=5224
YakuzaCat,YC,BSC,0x381e08c43ba60b2bba429184bb1180d5ade1aa9d,03 Feb 2022 19:46:25 GMT ,https://bscscan.com/token/0x381e08c43ba60b2bba429184bb1180d5ade1aa9d,https://tokensniffer.com/contract/0x381e08c43ba60b2bba429184bb1180d5ade1aa9d,https://tokensniffer.com/token/p80v86amxgvbs0j9kxj3n4jj9scnh6cvsjjc6i6vxd219d23lacc6e995h32?h=5193
Yokai,ONI,BSC,0xfe7754edfb282764e160920d0ccc2c4bc12bcc85,03 Feb 2022 19:44:13 GMT ,https://bscscan.com/token/0xfe7754edfb282764e160920d0ccc2c4bc12bcc85,https://tokensniffer.com/contract/0xfe7754edfb282764e160920d0ccc2c4bc12bcc85,https://tokensniffer.com/token/zeem5laqfgq1sap2ez5gjnvnqksia6kf4pxhnx2x84bbbnbsjiob6njbbpv1?h=5846
LAST GRIMACE,LAGR,BSC,0x4ff335f643de33c3f502cd700ad062c828f0253d,03 Feb 2022 19:26:16 GMT ,https://bscscan.com/token/0x4ff335f643de33c3f502cd700ad062c828f0253d,https://tokensniffer.com/contract/0x4ff335f643de33c3f502cd700ad062c828f0253d,https://tokensniffer.com/token/szz00ip1fli58zkgs02a00ob0ze1xcnb2q4xx92xkenbvmnlgvzxgpune102?h=5535
Wizard Token,WIZARD,BSC,0xbe245bded9aa9353e51d8e6ef51b9d0b44a216fb,15 Sep 2021 05:33:20 GMT ,https://bscscan.com/token/0xbe245bded9aa9353e51d8e6ef51b9d0b44a216fb,https://tokensniffer.com/contract/0xbe245bded9aa9353e51d8e6ef51b9d0b44a216fb,https://tokensniffer.com/token/uufdjmoands1j2a2h99h010ad1uf6m32vakaze1e86jhc2llxjsds49n6kzj?h=5373
Wizard Token,WIZARD,BSC,0xbe245bded9aa9353e51d8e6ef51b9d0b44a216fb,15 Sep 2021 05:33:20 GMT ,https://bscscan.com/token/0xbe245bded9aa9353e51d8e6ef51b9d0b44a216fb,https://tokensniffer.com/contract/0xbe245bded9aa9353e51d8e6ef51b9d0b44a216fb,https://tokensniffer.com/token/5jagns1j2la2dfh99ph0u140a416e2vakcaz16ujdh2xujmlssc9idn6kzej?h=5368
BoomInu,BOOMINU,BSC,0x904a6c34b32be66787c19aac8369d77e031b21d9,03 Feb 2022 19:14:46 GMT ,https://bscscan.com/token/0x904a6c34b32be66787c19aac8369d77e031b21d9,https://tokensniffer.com/contract/0x904a6c34b32be66787c19aac8369d77e031b21d9,https://tokensniffer.com/token/hgu4xs49kb0sj0njedakk4luqv8qmb6fh9e9bvf3io304kh2qqax06djn62h?h=5395
